"order_id","customer_id","freight","order_date","required_date","employee_id","ship_city","ship_country","ship_region","title","employee_in_charge","employee_id (1)","territory_id","territory_description","territory_region","customer_id (1)","ship_to_company","customer_city","customer_country","customer_region","order_id (1)","product_id","product_name","unit_price","quantity","discount","category_name","suppliers_company","suppliers_city","suppliers_country","suppliers_region"
10249,"TOMSP",11.61,"1996-07-05","1996-08-16",6,"Münster","Germany","","Sales Representative","Mr. Michael Suyama",6,"85251","Scottsdale","Western of USA","TOMSP","Toms Spezialitäten","Münster","Germany","",10249,14,"Tofu",18.6,9,0,"Produce","Mayumi's","Osaka","Japan",""
10249,"TOMSP",11.61,"1996-07-05","1996-08-16",6,"Münster","Germany","","Sales Representative","Mr. Michael Suyama",6,"98004","Bellevue","Western of USA","TOMSP","Toms Spezialitäten","Münster","Germany","",10249,14,"Tofu",18.6,9,0,"Produce","Mayumi's","Osaka","Japan",""
10249,"TOMSP",11.61,"1996-07-05","1996-08-16",6,"Münster","Germany","","Sales Representative","Mr. Michael Suyama",6,"98052","Redmond","Western of USA","TOMSP","Toms Spezialitäten","Münster","Germany","",10249,14,"Tofu",18.6,9,0,"Produce","Mayumi's","Osaka","Japan",""
10249,"TOMSP",11.61,"1996-07-05","1996-08-16",6,"Münster","Germany","","Sales Representative","Mr. Michael Suyama",6,"98104","Seattle","Western of USA","TOMSP","Toms Spezialitäten","Münster","Germany","",10249,14,"Tofu",18.6,9,0,"Produce","Mayumi's","Osaka","Japan",""
10249,"TOMSP",11.61,"1996-07-05","1996-08-16",6,"Münster","Germany","","Sales Representative","Mr. Michael Suyama",6,"85014","Phoenix","Western of USA","TOMSP","Toms Spezialitäten","Münster","Germany","",10249,51,"Manjimup Dried Apples",42.4,40,0,"Produce","G'day, Mate","Sydney","Australia","NSW"
10249,"TOMSP",11.61,"1996-07-05","1996-08-16",6,"Münster","Germany","","Sales Representative","Mr. Michael Suyama",6,"85251","Scottsdale","Western of USA","TOMSP","Toms Spezialitäten","Münster","Germany","",10249,51,"Manjimup Dried Apples",42.4,40,0,"Produce","G'day, Mate","Sydney","Australia","NSW"
10249,"TOMSP",11.61,"1996-07-05","1996-08-16",6,"Münster","Germany","","Sales Representative","Mr. Michael Suyama",6,"98004","Bellevue","Western of USA","TOMSP","Toms Spezialitäten","Münster","Germany","",10249,51,"Manjimup Dried Apples",42.4,40,0,"Produce","G'day, Mate","Sydney","Australia","NSW"
10249,"TOMSP",11.61,"1996-07-05","1996-08-16",6,"Münster","Germany","","Sales Representative","Mr. Michael Suyama",6,"98052","Redmond","Western of USA","TOMSP","Toms Spezialitäten","Münster","Germany","",10249,51,"Manjimup Dried Apples",42.4,40,0,"Produce","G'day, Mate","Sydney","Australia","NSW"
10249,"TOMSP",11.61,"1996-07-05","1996-08-16",6,"Münster","Germany","","Sales Representative","Mr. Michael Suyama",6,"98104","Seattle","Western of USA","TOMSP","Toms Spezialitäten","Münster","Germany","",10249,51,"Manjimup Dried Apples",42.4,40,0,"Produce","G'day, Mate","Sydney","Australia","NSW"
10250,"HANAR",65.83,"1996-07-08","1996-08-05",4,"Rio de Janeiro","Brazil","RJ","Sales Representative","Mrs. Margaret Peacock",4,"20852","Rockville","Eastern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10250,41,"Jack's New England Clam Chowder",7.7,10,0,"Seafood","New England Seafood Cannery","Boston","USA","MA"
10250,"HANAR",65.83,"1996-07-08","1996-08-05",4,"Rio de Janeiro","Brazil","RJ","Sales Representative","Mrs. Margaret Peacock",4,"27403","Greensboro","Eastern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10250,41,"Jack's New England Clam Chowder",7.7,10,0,"Seafood","New England Seafood Cannery","Boston","USA","MA"
10250,"HANAR",65.83,"1996-07-08","1996-08-05",4,"Rio de Janeiro","Brazil","RJ","Sales Representative","Mrs. Margaret Peacock",4,"27511","Cary","Eastern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10250,41,"Jack's New England Clam Chowder",7.7,10,0,"Seafood","New England Seafood Cannery","Boston","USA","MA"
10250,"HANAR",65.83,"1996-07-08","1996-08-05",4,"Rio de Janeiro","Brazil","RJ","Sales Representative","Mrs. Margaret Peacock",4,"20852","Rockville","Eastern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10250,51,"Manjimup Dried Apples",42.4,35,0.15,"Produce","G'day, Mate","Sydney","Australia","NSW"
10250,"HANAR",65.83,"1996-07-08","1996-08-05",4,"Rio de Janeiro","Brazil","RJ","Sales Representative","Mrs. Margaret Peacock",4,"27403","Greensboro","Eastern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10250,51,"Manjimup Dried Apples",42.4,35,0.15,"Produce","G'day, Mate","Sydney","Australia","NSW"
10250,"HANAR",65.83,"1996-07-08","1996-08-05",4,"Rio de Janeiro","Brazil","RJ","Sales Representative","Mrs. Margaret Peacock",4,"27511","Cary","Eastern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10250,51,"Manjimup Dried Apples",42.4,35,0.15,"Produce","G'day, Mate","Sydney","Australia","NSW"
10250,"HANAR",65.83,"1996-07-08","1996-08-05",4,"Rio de Janeiro","Brazil","RJ","Sales Representative","Mrs. Margaret Peacock",4,"20852","Rockville","Eastern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10250,65,"Louisiana Fiery Hot Pepper Sauce",16.8,15,0.15,"Condiments","New Orleans Cajun Delights","New Orleans","USA","LA"
10250,"HANAR",65.83,"1996-07-08","1996-08-05",4,"Rio de Janeiro","Brazil","RJ","Sales Representative","Mrs. Margaret Peacock",4,"27403","Greensboro","Eastern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10250,65,"Louisiana Fiery Hot Pepper Sauce",16.8,15,0.15,"Condiments","New Orleans Cajun Delights","New Orleans","USA","LA"
10250,"HANAR",65.83,"1996-07-08","1996-08-05",4,"Rio de Janeiro","Brazil","RJ","Sales Representative","Mrs. Margaret Peacock",4,"27511","Cary","Eastern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10250,65,"Louisiana Fiery Hot Pepper Sauce",16.8,15,0.15,"Condiments","New Orleans Cajun Delights","New Orleans","USA","LA"
10251,"VICTE",41.34,"1996-07-08","1996-08-05",3,"Lyon","France","","Sales Representative","Ms. Janet Leverling",3,"30346","Atlanta","Southern of USA","VICTE","Victuailles en stock","Lyon","France","",10251,22,"Gustaf's Knäckebröd",16.8,6,0.05,"Grains/Cereals","PB Knäckebröd AB","Göteborg","Sweden",""
10251,"VICTE",41.34,"1996-07-08","1996-08-05",3,"Lyon","France","","Sales Representative","Ms. Janet Leverling",3,"31406","Savannah","Southern of USA","VICTE","Victuailles en stock","Lyon","France","",10251,22,"Gustaf's Knäckebröd",16.8,6,0.05,"Grains/Cereals","PB Knäckebröd AB","Göteborg","Sweden",""
10251,"VICTE",41.34,"1996-07-08","1996-08-05",3,"Lyon","France","","Sales Representative","Ms. Janet Leverling",3,"32859","Orlando","Southern of USA","VICTE","Victuailles en stock","Lyon","France","",10251,22,"Gustaf's Knäckebröd",16.8,6,0.05,"Grains/Cereals","PB Knäckebröd AB","Göteborg","Sweden",""
10251,"VICTE",41.34,"1996-07-08","1996-08-05",3,"Lyon","France","","Sales Representative","Ms. Janet Leverling",3,"33607","Tampa","Southern of USA","VICTE","Victuailles en stock","Lyon","France","",10251,22,"Gustaf's Knäckebröd",16.8,6,0.05,"Grains/Cereals","PB Knäckebröd AB","Göteborg","Sweden",""
10251,"VICTE",41.34,"1996-07-08","1996-08-05",3,"Lyon","France","","Sales Representative","Ms. Janet Leverling",3,"30346","Atlanta","Southern of USA","VICTE","Victuailles en stock","Lyon","France","",10251,57,"Ravioli Angelo",15.6,15,0.05,"Grains/Cereals","Pasta Buttini s.r.l.","Salerno","Italy",""
10251,"VICTE",41.34,"1996-07-08","1996-08-05",3,"Lyon","France","","Sales Representative","Ms. Janet Leverling",3,"31406","Savannah","Southern of USA","VICTE","Victuailles en stock","Lyon","France","",10251,57,"Ravioli Angelo",15.6,15,0.05,"Grains/Cereals","Pasta Buttini s.r.l.","Salerno","Italy",""
10251,"VICTE",41.34,"1996-07-08","1996-08-05",3,"Lyon","France","","Sales Representative","Ms. Janet Leverling",3,"32859","Orlando","Southern of USA","VICTE","Victuailles en stock","Lyon","France","",10251,57,"Ravioli Angelo",15.6,15,0.05,"Grains/Cereals","Pasta Buttini s.r.l.","Salerno","Italy",""
10251,"VICTE",41.34,"1996-07-08","1996-08-05",3,"Lyon","France","","Sales Representative","Ms. Janet Leverling",3,"33607","Tampa","Southern of USA","VICTE","Victuailles en stock","Lyon","France","",10251,57,"Ravioli Angelo",15.6,15,0.05,"Grains/Cereals","Pasta Buttini s.r.l.","Salerno","Italy",""
10251,"VICTE",41.34,"1996-07-08","1996-08-05",3,"Lyon","France","","Sales Representative","Ms. Janet Leverling",3,"30346","Atlanta","Southern of USA","VICTE","Victuailles en stock","Lyon","France","",10251,65,"Louisiana Fiery Hot Pepper Sauce",16.8,20,0,"Condiments","New Orleans Cajun Delights","New Orleans","USA","LA"
10251,"VICTE",41.34,"1996-07-08","1996-08-05",3,"Lyon","France","","Sales Representative","Ms. Janet Leverling",3,"31406","Savannah","Southern of USA","VICTE","Victuailles en stock","Lyon","France","",10251,65,"Louisiana Fiery Hot Pepper Sauce",16.8,20,0,"Condiments","New Orleans Cajun Delights","New Orleans","USA","LA"
10251,"VICTE",41.34,"1996-07-08","1996-08-05",3,"Lyon","France","","Sales Representative","Ms. Janet Leverling",3,"32859","Orlando","Southern of USA","VICTE","Victuailles en stock","Lyon","France","",10251,65,"Louisiana Fiery Hot Pepper Sauce",16.8,20,0,"Condiments","New Orleans Cajun Delights","New Orleans","USA","LA"
10251,"VICTE",41.34,"1996-07-08","1996-08-05",3,"Lyon","France","","Sales Representative","Ms. Janet Leverling",3,"33607","Tampa","Southern of USA","VICTE","Victuailles en stock","Lyon","France","",10251,65,"Louisiana Fiery Hot Pepper Sauce",16.8,20,0,"Condiments","New Orleans Cajun Delights","New Orleans","USA","LA"
10252,"SUPRD",51.3,"1996-07-09","1996-08-06",4,"Charleroi","Belgium","","Sales Representative","Mrs. Margaret Peacock",4,"20852","Rockville","Eastern of USA","SUPRD","Suprêmes délices","Charleroi","Belgium","",10252,20,"Sir Rodney's Marmalade",64.8,40,0.05,"Confections","Specialty Biscuits, Ltd.","Manchester","UK",""
10252,"SUPRD",51.3,"1996-07-09","1996-08-06",4,"Charleroi","Belgium","","Sales Representative","Mrs. Margaret Peacock",4,"27403","Greensboro","Eastern of USA","SUPRD","Suprêmes délices","Charleroi","Belgium","",10252,20,"Sir Rodney's Marmalade",64.8,40,0.05,"Confections","Specialty Biscuits, Ltd.","Manchester","UK",""
10252,"SUPRD",51.3,"1996-07-09","1996-08-06",4,"Charleroi","Belgium","","Sales Representative","Mrs. Margaret Peacock",4,"27511","Cary","Eastern of USA","SUPRD","Suprêmes délices","Charleroi","Belgium","",10252,20,"Sir Rodney's Marmalade",64.8,40,0.05,"Confections","Specialty Biscuits, Ltd.","Manchester","UK",""
10252,"SUPRD",51.3,"1996-07-09","1996-08-06",4,"Charleroi","Belgium","","Sales Representative","Mrs. Margaret Peacock",4,"20852","Rockville","Eastern of USA","SUPRD","Suprêmes délices","Charleroi","Belgium","",10252,33,"Geitost",2,25,0.05,"Dairy Products","Norske Meierier","Sandvika","Norway",""
10252,"SUPRD",51.3,"1996-07-09","1996-08-06",4,"Charleroi","Belgium","","Sales Representative","Mrs. Margaret Peacock",4,"27403","Greensboro","Eastern of USA","SUPRD","Suprêmes délices","Charleroi","Belgium","",10252,33,"Geitost",2,25,0.05,"Dairy Products","Norske Meierier","Sandvika","Norway",""
10252,"SUPRD",51.3,"1996-07-09","1996-08-06",4,"Charleroi","Belgium","","Sales Representative","Mrs. Margaret Peacock",4,"27511","Cary","Eastern of USA","SUPRD","Suprêmes délices","Charleroi","Belgium","",10252,33,"Geitost",2,25,0.05,"Dairy Products","Norske Meierier","Sandvika","Norway",""
10252,"SUPRD",51.3,"1996-07-09","1996-08-06",4,"Charleroi","Belgium","","Sales Representative","Mrs. Margaret Peacock",4,"20852","Rockville","Eastern of USA","SUPRD","Suprêmes délices","Charleroi","Belgium","",10252,60,"Camembert Pierrot",27.2,40,0,"Dairy Products","Gai pâturage","Annecy","France",""
10252,"SUPRD",51.3,"1996-07-09","1996-08-06",4,"Charleroi","Belgium","","Sales Representative","Mrs. Margaret Peacock",4,"27403","Greensboro","Eastern of USA","SUPRD","Suprêmes délices","Charleroi","Belgium","",10252,60,"Camembert Pierrot",27.2,40,0,"Dairy Products","Gai pâturage","Annecy","France",""
10252,"SUPRD",51.3,"1996-07-09","1996-08-06",4,"Charleroi","Belgium","","Sales Representative","Mrs. Margaret Peacock",4,"27511","Cary","Eastern of USA","SUPRD","Suprêmes délices","Charleroi","Belgium","",10252,60,"Camembert Pierrot",27.2,40,0,"Dairy Products","Gai pâturage","Annecy","France",""
10253,"HANAR",58.17,"1996-07-10","1996-07-24",3,"Rio de Janeiro","Brazil","RJ","Sales Representative","Ms. Janet Leverling",3,"30346","Atlanta","Southern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10253,31,"Gorgonzola Telino",10,20,0,"Dairy Products","Formaggi Fortini s.r.l.","Ravenna","Italy",""
10253,"HANAR",58.17,"1996-07-10","1996-07-24",3,"Rio de Janeiro","Brazil","RJ","Sales Representative","Ms. Janet Leverling",3,"31406","Savannah","Southern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10253,31,"Gorgonzola Telino",10,20,0,"Dairy Products","Formaggi Fortini s.r.l.","Ravenna","Italy",""
10253,"HANAR",58.17,"1996-07-10","1996-07-24",3,"Rio de Janeiro","Brazil","RJ","Sales Representative","Ms. Janet Leverling",3,"32859","Orlando","Southern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10253,31,"Gorgonzola Telino",10,20,0,"Dairy Products","Formaggi Fortini s.r.l.","Ravenna","Italy",""
10253,"HANAR",58.17,"1996-07-10","1996-07-24",3,"Rio de Janeiro","Brazil","RJ","Sales Representative","Ms. Janet Leverling",3,"33607","Tampa","Southern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10253,31,"Gorgonzola Telino",10,20,0,"Dairy Products","Formaggi Fortini s.r.l.","Ravenna","Italy",""
10253,"HANAR",58.17,"1996-07-10","1996-07-24",3,"Rio de Janeiro","Brazil","RJ","Sales Representative","Ms. Janet Leverling",3,"30346","Atlanta","Southern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10253,39,"Chartreuse verte",14.4,42,0,"Beverages","Aux joyeux ecclésiastiques","Paris","France",""
10253,"HANAR",58.17,"1996-07-10","1996-07-24",3,"Rio de Janeiro","Brazil","RJ","Sales Representative","Ms. Janet Leverling",3,"31406","Savannah","Southern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10253,39,"Chartreuse verte",14.4,42,0,"Beverages","Aux joyeux ecclésiastiques","Paris","France",""
10253,"HANAR",58.17,"1996-07-10","1996-07-24",3,"Rio de Janeiro","Brazil","RJ","Sales Representative","Ms. Janet Leverling",3,"32859","Orlando","Southern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10253,39,"Chartreuse verte",14.4,42,0,"Beverages","Aux joyeux ecclésiastiques","Paris","France",""
10253,"HANAR",58.17,"1996-07-10","1996-07-24",3,"Rio de Janeiro","Brazil","RJ","Sales Representative","Ms. Janet Leverling",3,"33607","Tampa","Southern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10253,39,"Chartreuse verte",14.4,42,0,"Beverages","Aux joyeux ecclésiastiques","Paris","France",""
10253,"HANAR",58.17,"1996-07-10","1996-07-24",3,"Rio de Janeiro","Brazil","RJ","Sales Representative","Ms. Janet Leverling",3,"30346","Atlanta","Southern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10253,49,"Maxilaku",16,40,0,"Confections","Karkki Oy","Lappeenranta","Finland",""
10253,"HANAR",58.17,"1996-07-10","1996-07-24",3,"Rio de Janeiro","Brazil","RJ","Sales Representative","Ms. Janet Leverling",3,"31406","Savannah","Southern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10253,49,"Maxilaku",16,40,0,"Confections","Karkki Oy","Lappeenranta","Finland",""
10253,"HANAR",58.17,"1996-07-10","1996-07-24",3,"Rio de Janeiro","Brazil","RJ","Sales Representative","Ms. Janet Leverling",3,"32859","Orlando","Southern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10253,49,"Maxilaku",16,40,0,"Confections","Karkki Oy","Lappeenranta","Finland",""
10253,"HANAR",58.17,"1996-07-10","1996-07-24",3,"Rio de Janeiro","Brazil","RJ","Sales Representative","Ms. Janet Leverling",3,"33607","Tampa","Southern of USA","HANAR","Hanari Carnes","Rio de Janeiro","Brazil","RJ",10253,49,"Maxilaku",16,40,0,"Confections","Karkki Oy","Lappeenranta","Finland",""
10254,"CHOPS",22.98,"1996-07-11","1996-08-08",5,"Bern","Switzerland","","Sales Manager","Mr. Steven Buchanan",5,"02903","Providence","Eastern of USA","CHOPS","Chop-suey Chinese","Bern","Switzerland","",10254,24,"Guaraná Fantástica",3.6,15,0.15,"Beverages","Refrescos Americanas LTDA","Sao Paulo","Brazil",""
10254,"CHOPS",22.98,"1996-07-11","1996-08-08",5,"Bern","Switzerland","","Sales Manager","Mr. Steven Buchanan",5,"07960","Morristown","Eastern of USA","CHOPS","Chop-suey Chinese","Bern","Switzerland","",10254,24,"Guaraná Fantástica",3.6,15,0.15,"Beverages","Refrescos Americanas LTDA","Sao Paulo","Brazil",""
10254,"CHOPS",22.98,"1996-07-11","1996-08-08",5,"Bern","Switzerland","","Sales Manager","Mr. Steven Buchanan",5,"08837","Edison","Eastern of USA","CHOPS","Chop-suey Chinese","Bern","Switzerland","",10254,24,"Guaraná Fantástica",3.6,15,0.15,"Beverages","Refrescos Americanas LTDA","Sao Paulo","Brazil",""
10254,"CHOPS",22.98,"1996-07-11","1996-08-08",5,"Bern","Switzerland","","Sales Manager","Mr. Steven Buchanan",5,"10019","New York","Eastern of USA","CHOPS","Chop-suey Chinese","Bern","Switzerland","",10254,24,"Guaraná Fantástica",3.6,15,0.15,"Beverages","Refrescos Americanas LTDA","Sao Paulo","Brazil",""
10254,"CHOPS",22.98,"1996-07-11","1996-08-08",5,"Bern","Switzerland","","Sales Manager","Mr. Steven Buchanan",5,"10038","New York","Eastern of USA","CHOPS","Chop-suey Chinese","Bern","Switzerland","",10254,24,"Guaraná Fantástica",3.6,15,0.15,"Beverages","Refrescos Americanas LTDA","Sao Paulo","Brazil",""
10254,"CHOPS",22.98,"1996-07-11","1996-08-08",5,"Bern","Switzerland","","Sales Manager","Mr. Steven Buchanan",5,"11747","Mellvile","Eastern of USA","CHOPS","Chop-suey Chinese","Bern","Switzerland","",10254,24,"Guaraná Fantástica",3.6,15,0.15,"Beverages","Refrescos Americanas LTDA","Sao Paulo","Brazil",""
10254,"CHOPS",22.98,"1996-07-11","1996-08-08",5,"Bern","Switzerland","","Sales Manager","Mr. Steven Buchanan",5,"14450","Fairport","Eastern of USA","CHOPS","Chop-suey Chinese","Bern","Switzerland","",10254,24,"Guaraná Fantástica",3.6,15,0.15,"Beverages","Refrescos Americanas LTDA","Sao Paulo","Brazil",""
10254,"CHOPS",22.98,"1996-07-11","1996-08-08",5,"Bern","Switzerland","","Sales Manager","Mr. Steven Buchanan",5,"02903","Providence","Eastern of USA","CHOPS","Chop-suey Chinese","Bern","Switzerland","",10254,55,"Pâté chinois",19.2,21,0.15,"Meat/Poultry","Ma Maison","Montréal","Canada","Québec"
10254,"CHOPS",22.98,"1996-07-11","1996-08-08",5,"Bern","Switzerland","","Sales Manager","Mr. Steven Buchanan",5,"07960","Morristown","Eastern of USA","CHOPS","Chop-suey Chinese","Bern","Switzerland","",10254,55,"Pâté chinois",19.2,21,0.15,"Meat/Poultry","Ma Maison","Montréal","Canada","Québec"
